id,species,split_spp,url,url_2,url_3,shapefile_path,raster_path,majority_cat,single_cat,processing_cat,countries_raw,countries_occ,outside_range,post_2008 ,pre_2008 ,zero_gbif_records,previous_sp_name,alternate_sp_name,new_sp_name,notes
170,Naja_oxiana,Naja_oxiana,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_oxiana.pdf,,,data/raw/eor/Naja_oxiana.shp,output/species_rasters/combined_cat/Naja_oxiana.tif,1,0,1&2,"IRN, PAK, TJK, TKM, UZB, AFG, IND","UZB, TKM",1,0,few_historic,0,,,,
171,Naja_pallida,Naja_pallida,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_pallida.pdf,,,data/raw/eor/Naja_pallida.shp,output/species_rasters/combined_cat/Naja_pallida.tif,2,1,2,"ETH, TZA, SSD, KEN, SOM, DJI","TZA, SOM, KEN, GHA",0,0,0,0,"Naja_mossambica_pallida, Naja_nigricollis_pallida",,,
172,Naja_philippinensis,Naja_philippinensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_philippinensis.pdf,,,data/raw/eor/Naja_philippensis.shp,output/species_rasters/combined_cat/Naja_philippinensis.tif,1,1,1,PHL,PHL,1,0,few_historic,0,,,,
173,Naja_sagittifera,Naja_sagittifera,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_sagittifera.pdf,http://reptile-database.reptarium.cz/species?genus=Naja&species=sagittifera&search_param=%28%28search%3D%27Naja+sagittifera%27%29%29,,data/raw/eor/Naja_sagitiffera.shp,output/species_rasters/combined_cat/Naja_sagittifera.tif,1,1,1,IND,,0,0,0,1,"Naja_tripudians_var_sagittifera, Naja_kaouthia_sagittifera, Naja_naja_sagittifera, Naja_kaouthia",,,
174,Naja_samarensis,Naja_samarensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_samarensis.pdf,,,data/raw/eor/Naja_samarensis.shp,output/species_rasters/combined_cat/Naja_samarensis.tif,1,1,1,PHL,PHL,0,0,0,0,,,,
175,Naja_senegalensis,Naja_senegalensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_senegalensis.pdf,,,data/raw/eor/Naja_senegalensis.shp,output/species_rasters/combined_cat/Naja_senegalensis.tif,1,0,1&2,"BEN, BFA, CIV, GMB, GHA, GNB, GIN, MLI, MRT, NER, NGA, SEN, TGO","SEN, BEN",0,0,0,0,Naja_haje,,,
176,Naja_siamensis,Naja_siamensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_siamensis.pdf,,,data/raw/eor/Naja_siamensis.shp,output/species_rasters/combined_cat/Naja_siamensis.tif,1,0,1&2,"KHM, LAO, MMR, VNM, THA",LAO,0,0,0,0,,,,
177,Naja_sputatrix,Naja_sputatrix,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_sputatrix.pdf,,,data/raw/eor/Naja_sputatrix.shp,output/species_rasters/combined_cat/Naja_sputatrix.tif,1,1,1,IDN,"IDN, SGP",1,0,few_historic,0,,,,
178,Naja_sumatrana,Naja_sumatrana,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_sumatrana.pdf,,,data/raw/eor/Naja_sumatrana.shp,output/species_rasters/combined_cat/Naja_sumatrana.tif,1,0,1&2,"BRN, MYS, SGP, IDN, PHL, THA","IDN, MYS, SGP, IND",1,0,few_historic,0,,,,
179,Notechis_scutatus,Notechis_scutatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Notechis_scutatus.pdf,,,data/raw/eor/Notechis_scutatus.shp,output/species_rasters/combined_cat/Notechis_scutatus.tif,1,1,1,AUS,AUS,1,few,excessive_historic,0,,,,
180,Ophiophagus_hannah,Ophiophagus_hannah,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Ophiophagus_hannah.pdf,,,data/raw/eor/Ophiophagus_hannah.shp,output/species_rasters/combined_cat/Ophiophagus_hannah.tif,2,1,2,"BGD, MMR, IND, BTN, BRN, KHM, CHN, MYS, NPL, SGP, VNM, IDN, PHL, THA, LAO","HKG, IDN, THA, LAO, IND, MYS, SGP, CHN, KHM, MMR, VNM, PHL",0,0,0,0,"Naja_hannah, Naja_bungarus",,,
181,Ophryacus_spp,Ophryacus_melanurus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Ophryacus_spp.pdf,,,data/raw/eor/Ophryacus_melanurus.shp,output/species_rasters/combined_cat/Ophryacus_melanurus.tif,2,1,2,MEX,MEX,1,0,few_historic,0,,,,
181,Ophryacus_spp,Ophryacus_undulatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Ophryacus_spp.pdf,,,data/raw/eor/Ophryacus_undulatus.shp,output/species_rasters/combined_cat/Ophryacus_undulatus.tif,2,1,2,MEX,MEX,1,excessive,excessive_historic,0,,,,
182,Oxyuranus_microlepidotus,Oxyuranus_microlepidotus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Oxyuranus_microlepidotus.pdf,,,data/raw/eor/Oxyuranus_microlepidotus.shp,output/species_rasters/combined_cat/Oxyuranus_microlepidotus.tif,2,1,2,AUS,AUS,1,few,excessive_historic,0,,,,
183,Oxyuranus_scutellatus,Oxyuranus_scutellatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Oxyuranus_scutellatus.pdf,,,data/raw/eor/Oxyuranus_scutellatus.shp,output/species_rasters/combined_cat/Oxyuranus_scutellatus.tif,1,0,1&2,"AUS, IDN, PNG","PNG, AUS",1,0,few_historic,0,Oxyuranus_scutellatus_canni,,,
184,Oxyuranus_temporalis,Oxyuranus_temporalis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Oxyuranus_temporalis.pdf,,,data/raw/eor/Oxyuranus_temporalis.shp,output/species_rasters/combined_cat/Oxyuranus_temporalis.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
185,Parias_flavomaculatus,Parias_flavomaculatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Parias_flavomaculatus.pdf,,,data/raw/eor/Parias_flavomaculatus.shp,output/species_rasters/combined_cat/Parias_flavomaculatus.tif,2,1,2,PHL,,0,0,0,1,Trimeresurus_flavomaculatus,,Trimeresurus_flavomaculatus,
186,Parias_sumatranus,Parias_sumatranus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Parias_sumatranus.pdf,,,data/raw/eor/Parias_sumatranus.shp,output/species_rasters/combined_cat/Parias_sumatranus.tif,2,1,2,"BRN, MYS, IDN, THA",,0,0,0,1,Trimeresurus_sumatranus,,Trimeresurus_sumatranus,
187,Porthidium_lansbergii,Porthidium_lansbergii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_lansbergii.pdf,,,data/raw/eor/Porthidium_lansbergii.shp,output/species_rasters/combined_cat/Porthidium_lansbergii.tif,2,1,2,"COL, PAN, VEN","COL, PAN, VEN",1,few,few_historic,0,Bothrops_lansbergii,,,
188,Porthidium_nasutum,Porthidium_nasutum,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_nasutum.pdf,,,data/raw/eor/Porthidium_nasutum.shp,output/species_rasters/combined_cat/Porthidium_nasutum.tif,2,1,2,"BLZ, COL, CRI, ECU, GTM, HND, NIC, PAN, MEX","HND, CRI, MEX, GTM, COL, ECU, NIC, PAN",1,few,few_historic,0,"Bothriechis_nasutus, Bothrops_nasutus",,,
189,Porthidium_ophryomegas,Porthidium_ophryomegas,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_ophryomegas.pdf,,,data/raw/eor/Porthidium_ophromegas.shp,output/species_rasters/combined_cat/Porthidium_ophryomegas.tif,2,1,2,"CRI, SLV, GTM, HND, NIC","CRI, HND, SLV, MEX",1,few,few_historic,0,Bothrops_lansbergii_annectans,,,
190,Porthidium_spp,Porthidium_hespere,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,,,data/raw/eor/Porthidium_hespere.shp,output/species_rasters/combined_cat/Porthidium_hespere.tif,2,1,2,MEX,MEX,0,0,0,0,,,,
190,Porthidium_spp,Porthidium_dunni,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,,,data/raw/eor/Porthidium_dunni.shp,output/species_rasters/combined_cat/Porthidium_dunni.tif,2,1,2,MEX,"MEX, PER",1,few,excessive_historic,0,,,,
190,Porthidium_spp,Porthidium_yucatanicum,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,,,data/raw/eor/Porthidium_yucatanicum.shp,output/species_rasters/combined_cat/Porthidium_yucatanicum.tif,2,1,2,MEX,"MEX, BLZ",1,few,few_historic,0,,,,
190,Porthidium_spp,Porthidium_volcanicum,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Porthidium&species=volcanicum&search_param=%28%28search%3D%27Porthidium+volcanicum%27%29%29,http://www.iucnredlist.org/details/203673/0,data/raw/eor/Porthidium_volcanicum.shp,output/species_rasters/combined_cat/Porthidium_volcanicum.tif,2,1,2,CRI,,0,0,0,1,,,,
190,Porthidium_spp,Porthidium_porrasi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,,,data/raw/eor/Porthidium_porrasi.shp,output/species_rasters/combined_cat/Porthidium_porrasi.tif,2,1,2,CRI,CRI,0,0,0,0,,,,
190,Porthidium_spp,Porthidium_arcosae,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Porthidium_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Porthidium&species=arcosae&search_param=%28%28search%3D%27Porthidium+arcosae%27%29%29,,data/raw/eor/Porthidium_arcosae.shp,output/species_rasters/combined_cat/Porthidium_arcosae.tif,2,1,2,ECU,,0,0,0,1,Porthidium_lansbergii_arcosae,,,
191,Proatheris_superciliaris,Proatheris_superciliaris,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Proatheris_superciliaris.pdf,,,data/raw/eor/Proatheris_superciliaris.shp,output/species_rasters/combined_cat/Proatheris_superciliaris.tif,2,1,2,"MWI, MOZ, TZA","MWI, TZA",1,0,few_historic,0,Atheris_supercilliaris,,,
192,Protobothrops_elegans,Protobothrops_elegans,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_elegans.pdf,,,data/raw/eor/Protobothrops_elegans.shp,output/species_rasters/combined_cat/Protobothrops_elegans.tif,2,1,2,JPN,,0,0,0,1,Trimeresurus_elegans,,,
193,Protobothrops_flavoviridis,Protobothrops_flavoviridis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_flavoviridis.pdf,,,data/raw/eor/Protobothrops_flavoviridis.shp,output/species_rasters/combined_cat/Protobothrops_flavoviridis.tif,1,1,1,JPN,JPN,0,0,0,0,Trimeresurus_flavoviridis,,,
194,Protobothrops_jerdonii,Protobothrops_jerdonii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_jerdonii.pdf,,,data/raw/eor/Protobothrops_jerdonii.shp,output/species_rasters/combined_cat/Protobothrops_jerdonii.tif,2,1,2,"IND, BTN, CHN, LAO, NPL, MMR, VNM","CHN, MMR, VNM, NPL",1,0,few_historic,0,Trimeresurus_jerdonii,,,
195,Protobothrops_kaulbacki,Protobothrops_kaulbacki,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_kaulbacki.pdf,,,data/raw/eor/Protobothrops_kaulbacki.shp,output/species_rasters/combined_cat/Protobothrops_kaulbacki.tif,2,1,2,"IND, CHN, MMR",MMR,0,0,0,0,Trimeresurus_kaulbacki,,,
196,Protobothrops_mangshanensis,Protobothrops_mangshanensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_mangshanensis.pdf,,,data/raw/eor/Protobothrops_mangshanensis.shp,output/species_rasters/combined_cat/Protobothrops_mangshanensis.tif,2,1,2,CHN,,0,0,0,1,"Zhaoermia_mangshanensi , Ermia_mangshenensis, Trimeresurus_mangshenensis",,,
197,Protobothrops_mucrosquamatus,Protobothrops_mucrosquamatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Protobothrops_mucrosquamatus.pdf,,,data/raw/eor/Protobothrops_mucrosquamatus.shp,output/species_rasters/combined_cat/Protobothrops_mucrosquamatus.tif,2,0,1&2,"IND, CHN, LAO, MMR, VNM","CHN, VNM, MMR",1,few,few_historic,0,Trimeresurus_mucrosquamatus,,,
198,Pseudechis_australis,Pseudechis_australis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_australis.pdf,,,data/raw/eor/Pseudechis_australis.shp,output/species_rasters/combined_cat/Pseudechis_australis.tif,1,1,1,AUS,"AUS, IDN",1,few,excessive_historic,0,,,,
199,Pseudechis_papuanus,Pseudechis_papuanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_papuanus.pdf,,,data/raw/eor/Pseudechis_papuanus.shp,output/species_rasters/combined_cat/Pseudechis_papuanus.tif,2,1,2,"AUS, IDN, PNG","AUS, PNG",1,0,few_historic,0,,,,
200,Pseudechis_rossignolii,Pseudechis_rossignolii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_rossignolii.pdf,,,data/raw/eor/Pseudechis_rossignolii.shp,output/species_rasters/combined_cat/Pseudechis_rossignolii.tif,2,1,2,"IDN, PNG",PNG,1,few,0,0,"Pailsus_rossignolii, Pseudechis_australis",,,
201,Pseudechis_spp,Pseudechis_butleri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_spp.pdf,,,data/raw/eor/Pseudechis_butleri.shp,output/species_rasters/combined_cat/Pseudechis_butleri.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
201,Pseudechis_spp,Pseudechis_colletti,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_spp.pdf,,,data/raw/eor/Pseudechis_colletti.shp,output/species_rasters/combined_cat/Pseudechis_colletti.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
201,Pseudechis_spp,Pseudechis_guttatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_spp.pdf,,,data/raw/eor/Pseudechis_guttatus.shp,output/species_rasters/combined_cat/Pseudechis_guttatus.tif,2,1,2,AUS,AUS,1,few,excessive_historic,0,,,,
201,Pseudechis_spp,Pseudechis_porphyriacus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_spp.pdf,,,data/raw/eor/Pseudechis_porphyriacus.shp,output/species_rasters/combined_cat/Pseudechis_porphyriacus.tif,2,1,2,AUS,AUS,1,few,excessive_historic,0,,,,
201,Pseudechis_spp,Pseudechis_weigeli,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudechis_spp.pdf,,,data/raw/eor/Pseudechis_weigeli.shp,output/species_rasters/combined_cat/Pseudechis_weigeli.tif,2,1,2,AUS,AUS,0,0,0,0,,,,
202,Pseudocerastes_fieldi,Pseudocerastes_fieldi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudocerastes_fieldi.pdf,,,data/raw/eor/Pseudocerastes_fieldi.shp,output/species_rasters/combined_cat/Pseudocerastes_fieldi.tif,2,1,2,"IRQ, ISR, JOR, SAU, SYR, EGY",ISR,0,0,0,1,Pseudocerastes_persicus_fieldi,,,
203,Pseudocerastes_persicus,Pseudocerastes_persicus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudocerastes_persicus.pdf,,,data/raw/eor/Pseudocerastes_persicus.shp,output/species_rasters/combined_cat/Pseudocerastes_persicus.tif,2,0,1&2,"IRN, IRQ, OMN, PAK, ARE, AFG","IRN, ARE, ISR",1,few,0,0,,,,
204,Pseudohaje_goldii,Pseudohaje_goldii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudohaje_goldii.pdf,,,data/raw/eor/Pseudohaje_goldii.shp,output/species_rasters/combined_cat/Pseudohaje_goldii.tif,2,1,2,"AGO, CMR, CAF, COG, COD, GNQ, GAB, GHA, NGA, RWA, UGA, TZA, KEN","CMR, GHA, UGA, KEN, COD",1,0,few_historic,0,,,,
205,Pseudohaje_nigra,Pseudohaje_nigra,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudohaje_nigra.pdf,,,data/raw/eor/Pseudohaje_nigra.shp,output/species_rasters/combined_cat/Pseudohaje_nigra.tif,2,1,2,"TGO, GHA, BEN, CIV, GIN, LBR, SLE, NGA","NGA, CIV, TGO, GHA",1,0,few_historic,0,,,,
206,Pseudonaja_affinis,Pseudonaja_affinis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_affinis.pdf,,,data/raw/eor/Pseudonaja_affinis.shp,output/species_rasters/combined_cat/Pseudonaja_affinis.tif,1,1,1,AUS,AUS,1,few,excessive_historic,0,,,,
207,Pseudonaja_aspidorhyncha,Pseudonaja_aspidorhyncha,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_aspidorhyncha.pdf,,,data/raw/eor/Pseudonaja_aspidorhyncha.shp,output/species_rasters/combined_cat/Pseudonaja_aspidorhyncha.tif,2,1,2,AUS,AUS,1,few,excessive_historic,0,Pseudonaja_nuchalis,,,
208,Pseudonaja_mengdeni,Pseudonaja_mengdeni,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_mengdeni.pdf,,,data/raw/eor/Pseudonaja_mengdeni.shp,output/species_rasters/combined_cat/Pseudonaja_mengdeni.tif,1,1,1,AUS,AUS,1,0,excessive_historic,0,Pseudonaja_nuchalis,,,
209,Pseudonaja_nuchalis,Pseudonaja_nuchalis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_nuchalis.pdf,,,data/raw/eor/Pseudonaja_nuchalis.shp,output/species_rasters/combined_cat/Pseudonaja_nuchalis.tif,1,1,1,AUS,AUS,1,excessive,excessive_historic,0,,,,
210,Pseudonaja_spp,Pseudonaja_guttata,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_spp.pdf,,,data/raw/eor/Pseudonaja_guttata.shp,output/species_rasters/combined_cat/Pseudonaja_guttata.tif,2,1,2,AUS,AUS,1,few,few_historic,0,,,,
210,Pseudonaja_spp,Pseudonaja_ingrami,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_spp.pdf,,,data/raw/eor/Pseudonaja_ingrami.shp,output/species_rasters/combined_cat/Pseudonaja_ingrami.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
210,Pseudonaja_spp,Pseudonaja_inframacula,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_spp.pdf,,,data/raw/eor/Pseudonaja_inframacula.shp,output/species_rasters/combined_cat/Pseudonaja_inframacula.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
210,Pseudonaja_spp,Pseudonaja_tanneri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Pseudonaja&species=affinis&search_param=%28%28search%3D%27Pseudonaja+tanneri%27%29%29,,data/raw/eor/Pseudonaja_tanneri.shp,output/species_rasters/combined_cat/Pseudonaja_tanneri.tif,2,1,2,AUS,AUS,0,0,0,1,"Demansia_nuchalis_affinis, Demansia_nuchalis_tanneri, Demansia_textilis_affinis, Dugitophis_affinis_affinis, Dugitophis_affinis_exilis, Dugitophis_affinis_tanneri, Pseudonaja_affinis, Pseudonaja_affinis_charlespiersoni, Pseudonaja_affinis_exilis, Pseudonaja_affinis, Pseudonaja_affinis_tanneri, Pseudonaja_nuchalis_affinis",,,
211,Pseudonaja_textilis,Pseudonaja_textilis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Pseudonaja_textilis.pdf,,,data/raw/eor/Pseudonaja_textilis.shp,output/species_rasters/combined_cat/Pseudonaja_textilis.tif,2,0,1&2,"AUS, IDN, PNG","AUS, PNG",1,few,excessive_historic,0,,,,
212,Rhabdophis_tigrinus,Rhabdophis_tigrinus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Rhabdophis_tigrinus.pdf,,,data/raw/eor/Rhabdophis_tigrinus.shp,output/species_rasters/combined_cat/Rhabdophis_tigrinus.tif,2,1,2,"CHN, PRK, JPN, RUS, KOR","KOR, JPN, CHN, PRK, THA, RUS",1,0,few_historic,0,Natrix_tigrinus,,,
213,Sistrurus_catenatus,Sistrurus_catenatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Sistrurus_catenatus.pdf,,,data/raw/eor/Sistrurus_catenatus.shp,output/species_rasters/combined_cat/Sistrurus_catenatus.tif,2,1,2,"CAN, USA, MEX","USA, CAN, MEX",1,few,few_historic,0,,,,
214,Sistrurus_miliarius,Sistrurus_miliarius,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Sistrurus_miliarius.pdf,,,data/raw/eor/Sistrurus_miliarius.shp,output/species_rasters/combined_cat/Sistrurus_miliarius.tif,2,1,2,USA,"USA, CAN, CHN",1,few,few_historic,0,,,,
215,Thelotornis_capensis,Thelotornis_capensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Thelotornis_capensis.pdf,,,data/raw/eor/Thelotornis_capensis.shp,output/species_rasters/combined_cat/Thelotornis_capensis.tif,2,1,2,"AGO, BWA, COD, MWI, MOZ, NAM, SWZ, ZMB, ZWE, ZAF, TZA","ZMB, AGO, ZAF, KEN, TZA, GNQ, NAM, ZWE, SWZ, BWA, MOZ, CMR, UGA, COD, SOM",1,few,few_historic,0,,,,
216,Thelotornis_kirtlandii,Thelotornis_kirtlandii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Thelotornis_kirtlandii.pdf,,,data/raw/eor/Thelotornis_kirtlandii.shp,output/species_rasters/combined_cat/Thelotornis_kirtlandii.tif,2,1,2,"AGO, BDI, CMR, CAF, COG, CIV, COD, SSD, GNQ, GAB, GHA, GNB, GIN, LBR, NGA, RWA, SLE, TGO, UGA, TZA","NGA, ZMB, CMR, BEN, GHA, GNQ, TGO, GIN, CIV, GAB, UGA, COG, TZA, KEN, COD, ZAF, ZWE",1,excessive,few_historic,0,,,,
217,Thelotornis_mossambicanus,Thelotornis_mossambicanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Thelotornis_mossambicanus.pdf,,,data/raw/eor/Thelotornis_mossambicanus.shp,output/species_rasters/combined_cat/Thelotornis_mossambicanus.tif,2,1,2,"BDI, MWI, MOZ, SOM, ZMB, ZWE, TZA, KEN","MOZ, TZA, KEN",1,few,0,0,Thelotornis_capensis_mossambicanus,,,
218,Thelotornis_usambaricus,Thelotornis_usambaricus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Thelotornis_usambaricus.pdf,,,data/raw/eor/Thelotornis_usambaricus.shp,output/species_rasters/combined_cat/Thelotornis_usambaricus.tif,2,1,2,"TZA, KEN",TZA,1,0,few_historic,0,Thelotornis_capensis_mossambicanus,,,
219,Trimeresurus_gramineus,Trimeresurus_gramineus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Trimeresurus_gramineus.pdf,,,data/raw/eor/Trimeresurus_gramineus.shp,output/species_rasters/combined_cat/Trimeresurus_gramineus.tif,2,1,2,IND,"IND, VNM, CHN, IDN",1,0,few_historic,0,,,,
220,Trimeresurus_malabaricus,Trimeresurus_malabaricus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Trimeresurus_malabaricus.pdf,,,data/raw/eor/Trimeresurus_malabaricus.shp,output/species_rasters/combined_cat/Trimeresurus_malabaricus.tif,2,1,2,IND,IND,1,0,few_historic,0,,,,
221,Trimeresurus_trigonocephalus,Trimeresurus_trigonocephalus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Trimeresurus_trigonocephalus.pdf,,,data/raw/eor/Trimeresurus_tigonocephalus.shp,output/species_rasters/combined_cat/Trimeresurus_trigonocephalus.tif,2,1,2,LKA,LKA,0,0,0,0,,,,
222,Tropidechis_carinatus,Tropidechis_carinatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Tropidechis_carinatus.pdf,,,data/raw/eor/Tropidechis_carinatus.shp,output/species_rasters/combined_cat/Tropidechis_carinatus.tif,2,1,2,AUS,AUS,1,few,few_historic,0,,,,
223,Tropidolaemus_philippensis,Tropidolaemus_philippensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Tropidolaemus_philippensis.pdf,,,data/raw/eor/Tropidolaemus_philippensis.shp,output/species_rasters/combined_cat/Tropidolaemus_philippensis.tif,2,1,2,PHL,PHL,1,few,0,0,Tropidolaemus_wagleri,,,
224,Tropidolaemus_subannulatus,Tropidolaemus_subannulatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Tropidolaemus_subannulatus.pdf,,,data/raw/eor/Tropidolaemus_subannulatus.shp,output/species_rasters/combined_cat/Tropidolaemus_subannulatus.tif,2,1,2,"BRN, MYS, IDN, PHL","MYS, IDN, BRN, PHL",1,few,few_historic,0,Tropidolaemus_wagleri,,,
225,Vipera_ammodytes,Vipera_ammodytes,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_ammodytes.pdf,,,data/raw/eor/Vipera_ammodytes.shp,output/species_rasters/combined_cat/Vipera_ammodytes.tif,1,0,1&2,"ALB, AUT, BIH, BGR, HRV, GEO, GRC, ITA, ROU, SVN, MKD, TUR, MNE, SRB","ITA, ALB, GRC, HRV, SVN, TUR, BGR, AUT, POL, ROU, BIH",1,few,few_historic,0,,,,
